"","CR.AZ","CR.CA","CR.NM","CR.TX"
"1",19.5072481629329,21.9052386387469,19.8331696968148,22.4390544224456
"2",19.6272330595861,22.0105762794402,19.8706143732512,22.5111676363949
"3",19.7605236650115,22.2078486136294,20.02656764908,22.6418128361842
"4",19.9298573482062,22.3703338718253,20.1048095334967,22.7402148184894
"5",20.0589249532701,22.4753603714558,20.1907821874174,22.8465011343136
"6",20.3420656920463,22.6309280459831,20.2493251097104,22.9605494549707
"7",20.5782783332407,22.7208944690106,20.3168631247259,23.0796211678723
"8",20.6763288885742,22.8698287377798,20.3960179971442,23.1765538523603
"9",20.9526334157992,22.9392067111583,20.5428101218521,23.3169039976711
"10",21.168055430575,23.097953676955,20.6273810431436,23.4633160713142
"11",21.2497885932454,23.1632719652033,20.7925643214918,23.5557396442818
"12",21.3825347422051,23.2897253616576,20.8909054902214,23.690430616552
"13",21.5409156741796,23.3052246487005,21.0220158757169,23.8148918747607
"14",21.8390125886777,23.527626095017,21.1969831920626,24.0358675451373
"15",22.2116978552167,23.9143791117458,21.6418547316876,24.5708540498873
"16",22.3732412221901,24.0816767533156,21.8026322873265,24.8298826150243
"17",22.5392078866734,24.1856905798085,22.0239723382591,25.0632231897776
"18",22.8714245101014,24.3634844865965,22.3124859077448,25.2624148699834
"19",22.9638291756858,24.4363951716094,22.45444673497,25.4574533744792
"20",23.3669556874196,24.7644406977844,22.7752941410025,25.7892679866441
"21",23.6600090491889,25.0423534596015,23.173723442352,25.9819692915686
"22",23.8351378367443,25.1971416807223,23.5585410667045,26.2507366920519
"23",23.8249851878325,25.1472815710837,23.4134813064644,26.3074178302415
"24",23.801002868429,25.1047317978894,23.4038584562516,26.2903374033047
"25",23.8806621014436,25.1914684354103,23.325382246242,26.2904031826765
"26",22.9545840079699,25.161087685832,23.3823475679065,26.2373173485502
"27",22.851602805203,24.897465428633,23.1710164531004,25.9784396268838
"28",22.9380033732384,24.9919236254951,23.2899669764432,26.0136314597143
"29",23.068109688591,25.0409390594612,23.2869412741084,25.0440410916837
"30",23.025105186718,25.1621515589175,23.4245934645066,25.1526307734494
"31",23.2318807130985,25.2471008699066,23.6368068754454,25.2335169331531
"32",23.2118264813944,25.2020794206584,23.5324032981175,25.2071500036206
"33",23.2256914398233,25.1963899089034,23.5724212294859,25.2454723582574
"34",23.3305354956702,25.1856651769358,23.624966476632,25.3130724782202
"35",23.3581934657481,25.2307877401019,23.5836479264484,25.2977362596406
"36",23.3569808603733,25.2379879025312,23.4031542631147,25.2979984677844
"37",23.5241682242148,25.3084649322333,23.7064368421275,25.4812900947008
"38",23.5558101105027,25.3687783970647,23.8367637312718,25.5037050676494
"39",23.497575609428,25.2945153202902,23.6994231121132,25.3986426815713
"40",23.6136555500311,25.4011995482959,23.7561700023555,25.4390126682929
"41",23.8744114154544,25.7455311558095,24.1113216347477,25.7958683909393
"42",23.8951181651944,25.8160650650096,24.1621688494263,25.8123237428316
"43",23.8032957632135,25.5391924808394,24.0071565394007,25.7050242841261
"44",24.0125023124317,25.8455173461033,24.2330948146158,25.910433365874
"45",24.3056689494046,25.9409807097438,24.4892811404135,26.0350240948228
"46",24.6338717387799,26.1228387568615,24.7976883617944,26.2442756085113
"47",24.7458280760507,26.175313015095,24.9539474441064,26.2403647541783
"48",24.8186796289578,26.225754904016,25.0332121275011,26.3216555368457
"49",25.0505394409363,26.3706451912774,25.2452207618646,26.4974086907347
"50",24.5392608869429,26.0529416759737,24.7049348253877,26.1545053282581
